"Texto","Target"
" thinking time 10 years ago profile picture black white pic fake mustache middle aged lady flirted complimented thick mustache like um vending machine 18 ","non-sexist"
" deep inside begins thrust rapidly slamming granite countertop vigor look bent sink like whore feel walls pulsing around filthy slut title say grab hair forcing ","sexual-violence"
" woman really even fight long hair takes someone grab hair control direction body weak af great battle tactic hate seeing black women beat ","stereotyping-dominance"
" made seem like everyone turnt restaurant club plenty places like owners waitress just tell get leave understand frustrations finna blame women actions one ","non-sexist"
" guys chose complicate life men intimidated women apparently high maintenance get part maintain standards through ","ideological-inequality"
" just read article lf want watch loved review incredibly uninteresting lead female character will drive feminists wall helped heard obviously attractive winning acting awards anytime soon ","ideological-inequality"
" wait everyone see much slut taking photos look cute toy cashapp babybrye ","sexual-violence"
" last panel scene main character guess needed cure depression gangbanged male strangers behind bar ","sexual-violence"
" bruno ","non-sexist"
" main bitches bitches mains fucking family like 5 people got mad love amp respect ","non-sexist"
" going med school scottsdale made trophy wife trophy husband appealing plan bs lot us living scottsdale mom life side dream ","stereotyping-dominance"
" 4 5 evident know takes achieve doctorate advanced degree understand lack respect women continue deal academia kinds work community settings ","non-sexist"
" headline heartbreaking education staff inc amp worked tirelessly amp lost lives also help notice adjective used describe left word ever used describe women ","non-sexist"
" alternatively want hot woman spank least tell many times spank force take photos ass send ","sexual-violence"
" exist one focused feminism focus obsessively negative side positive proved point ","ideological-inequality"
" proposing individuality human soul feminists propose women sex sex plus little thing—a lib­eral additive personality instance life includ­ing woman's life must person's ","ideological-inequality"
" woman provide comfortable space understand shaped learn treat better get new one fam women wanting love even know embrace man ","stereotyping-dominance"
" yes ill totally listen 13 year old yaoi harmful gay men women make whatever fuck want enjoy much yaoi bl content made women fuck ","non-sexist"
" will shocked find happen women ocd pregnancy postpartum just washing hands also worrying stab baby story will blow mind ","non-sexist"
" decide want want deny abortion unborn rights living women ","ideological-inequality"
" ur sister say u slag ","non-sexist"
" hardworking women need trophy husband cook clean house available ladies support ventures ","stereotyping-dominance"
" cringe need use play victim card ","non-sexist"
" see schiff ladies man know mean ","non-sexist"
" fuck brummy cunt mokola ever called cockney shite aftv people want 4 idiots fuck arguing manager know exist brilliant ","non-sexist"
" supposedly prevent country recovering greatness amp particularly focuses liberals feminists amp advanced educations circle around single strongman personify means recovering great mythological past 2 ","non-sexist"
" call sexist girls pay personal trainers gym ","ideological-inequality"
" call killjoy deliberately provocative tweets bound lead sexist abuse unprofessional move best leeds ","non-sexist"
" archeologists working home unearthed evidence verbal manspreading one hundred years old keep mind now experts said proust count never specified relationship constructed gender binary ","non-sexist"
" oh looks like forgot clean something faked gasp maybe punished forgetting clean something important obviously tease though take cock rather tight throat cleaning every inch ","sexual-violence"
" bc indecisive touch emotionally wanted ride cock carousel perhaps ","sexual-violence"
" ladies nowadays marry love end marrying ready ","stereotyping-dominance"
" keep liking ugly bitch pictures ","objectification"
" long condemned bush cheney invasion iraq unforgivable amp damage irreparable trump violates women installed 100's radical state district judges whose goal punish women amp girls amp now sc big worry carry ","misogyny-non-sexual-violence"
" looking gaming mascot providing best graphic designs hmu ","non-sexist"
" enough words thank gallant men women uniform military continues make sacrifices many us enjoy express freedoms various forms shapes ","non-sexist"
" 79 sexual harassment victims women vast majority ages 20 – 35 refrain filing police complaints ","sexual-violence"
" really facing fat blunts ","non-sexist"
" nah guy ask girl friends benefits goes benefits like universal credit ","sexual-violence"
" stop aggrieved playing victim card ","non-sexist"
" pretty big leap make know nothing going call sexist made joke mindy kaling funny ","non-sexist"
" little sevens just adorable borahae bitches make feel like baddie troops just armchairs just funny antis creative ","non-sexist"
" thank never okay make women feel less unwelcome ","stereotyping-dominance"
" hot japanese skank 07780 ","sexual-violence"
" engulfed evil excrementsent drainsodomize earth slainanother head rotmorbid fascination ","non-sexist"
" trust women ","stereotyping-dominance"
" haha silly bint blocked just like blocked wise old brexit supporting auntie priceless lol ","non-sexist"
" cheat hence cock carousel meme guarantee dont like just pressured ","non-sexist"
" another vid sold hawaiin slut honna's 2 anal creampie dp ","sexual-violence"
" say bi women needs stop centering men time making bi women's sexuality men trust ones center men ","non-sexist"
" ian rollins locate island survivors succumb frigid land find eiderland incident ","non-sexist"
